Name,Profession,KnownMovie,About
" Kristen Bell
",Actress,Frozen,"
    Kristen Anne Bell (born 1980) is an American actress and singer. She was born and raised in Huntington Woods, Michigan, and is the daughter of Lorelei (Frygier), a nurse, and Tom Bell, a television news director. Her ancestry is Polish (mother) and German, English, Irish, and Scottish (father). ...                 "
" Sarah Levy
",Actress,Schitt's,"
    Sarah Levy was born on September 10, 1986 in Toronto, Ontario, Canada. She is an actress, known for Schitt's Creek (2015), The Surrealtor and Larry Crowne (2011).                 "
" Linda Hamilton
",Actress,Terminator,"
    Born in Salisbury, Maryland, USA, following high school Linda studied for two years at Washington College in Chestertown, Maryland, before moving on to acting studies in New York. In New York she attended acting workshops given by Lee Strasberg. Her first parts were small parts in TV series, with ...                 "
" Heath Ledger
",Actor,Brokeback,"
    When hunky, twenty-year-old heart-throb Heath Ledger first came to the attention of the public in 1999, it was all too easy to tag him as a ""pretty boy"" and an actor of little depth. He spent several years trying desperately to sway this image, but this was a double-edged sword. His work comprised ...                 "
" Titus Welliver
",Actor,The,"
    Titus Welliver was born on March 12, 1962 in New Haven, Connecticut. His father was a famous landscape painter, Neil Welliver. His mother was a fashion illustrator, Norma Cripps. He has three brothers, one was killed overseas. He was raised in Philadelphia and New York City, surrounded by poets and...                 "
" Russell Crowe
",Actor,Les,"
    Russell Ira Crowe was born in Wellington, New Zealand, to Jocelyn Yvonne (Wemyss) and John Alexander Crowe, both of whom catered movie sets. His maternal grandfather, Stanley Wemyss, was a cinematographer. Crowe's recent ancestry includes Welsh (where his paternal grandfather was born, in Wrexham),...                 "
" Jon Hamm
",Actor,Mad,"
    Jon Hamm was born on March 10, 1971 in St. Louis, Missouri, USA as Jonathan Daniel Hamm. He is an actor and producer, known for Mad Men (2007), The Town (2010) and Million Dollar Arm (2014).                 "
" Isaiah Stannard
",Actor,Good,"
    Isaiah Stannard is an actor, known for Good Girls (2018), Brad's Status (2017) and Party Dress (2017).                 "
" Bailee Madison
",Actress,Brothers,"
    This young actress has worked with a number of the industry's biggest stars in a variety of diverse and challenging roles. She won rave reviews and a Critics Choice Movie Award nomination for her powerful work on the feature film, Brothers (2009), opposite Tobey Maguire, Natalie Portman and Jake ...                 "
" Jennifer Jason Leigh
",Actress,The,"
    Jennifer Jason Leigh was born Jennifer Lee Morrow in Los Angeles, California, the daughter of writer Barbara Turner and actor Vic Morrow. Her father was of Russian Jewish descent and her mother was of Austrian Jewish ancestry. She is the sister of Carrie Ann Morrow and half-sister of actress Mina ...                 "
" Samara Weaving
",Actress,Ready,"
    Samara Weaving was born on February 23, 1992 in Adelaide, South Australia, Australia, but spent the years after that moving around from Singapore, Fiji, Indonesia, and back to Australia with her family. During that time, she attended grade school in Jakarta, Indonesia, eventually going to Pittwater...                 "
" Pablo Schreiber
",Actor,13,"
    Pablo Tell Schreiber was born in Ymir, British Columbia, Canada, to Lorraine Reaveley, a Canadian psychotherapist, and Tell Schreiber, an American actor. His paternal half-brother is actor Liev Schreiber. Pablo, who is named after Chilean poet Pablo Neruda, was raised in Ymir, and moved to Seattle,...                 "
" Dustin Milligan
",Actor,Schitt's,"
    Dustin Milligan was born on July 28, 1985 in Yellowknife, Northwest Territories, Canada as Dustin Wallace Milligan. He is an actor, writer and producer, known for Extract (2009), 90210 (2010), Schitt's Creek (2014), Silicon Valley (2015), Me Him Her (2015) and Dirk Gently (2016). He currently ...                 "
" Antony Starr
",Actor,Outrageous,"
    Antony Starr was born on October 25, 1975 in New Zealand. He is an actor, known for Outrageous Fortune (2005), The Boys (2019) and Wish You Were Here (2012).                 "
" Sophie Turner
",Actress,Game,"
    Sophie Belinda Jonas (née Turner; born February 21, 1996) is an English actress. Turner made her professional acting debut as Sansa Stark on the HBO fantasy television series Game of Thrones (2011) (2011-2019), which brought her international recognition and critical praise. For her performance, ...                 "
" Rosario Dawson
",Actress,Rent,"
    This stunning and resourceful actress has been primarily a film player thus far. Only recently has she been opening herself up more to doing television (the series Gemini Division (2008), which she executive-produced), and animated voice-overs. Dawson's powerhouse talent stands out the most in edgy...                 "
" Jennette McCurdy
",Actress,iCarly,"
    Jennette McCurdy is a writer/director who specializes in character-driven pieces that explore serious subject matter in a funny, offbeat way. Her favorite themes to explore are family dysfunction, childhood, and disillusionment. She has directed several short films which has been recognized by ...                 "
" Louie Anderson
",Actor,Coming,"
    Iconic comedian Louie Anderson, the three-time Emmy®-Award winner, is one of the country's most recognized and adored comics; named by Comedy Central as ""One of 100 Greatest Stand-Up Comedians of All Time."" His career has spanned more than 30 years. He is a best selling author, star of his own ...                 "
" Gillian Jacobs
",Actress,Community,"
    Gillian Jacobs was born on 19 October 1982 in Pittsburgh, Pennsylvania, US. Her father, William F. Jacobs Jr., is an investment banker and her mother, Martina Magenau Jacobs, is an alumni relations officer at Carnegie Mellon University. She is an alumnus of Mt. Lebanon High School, Pennsylvania, ...                 "
" Lauren Tsai
",Actress,Moxie,"
    Lauren Tsai is an actress, known for Moxie (2021), Legion (2017) and Terrace House: Aloha State (2016).                 "
" Salma Hayek
",Actress,Frida,"
    One of Hollywood's most dazzling leading actresses, Salma Hayek was born on September 2, 1966, in the oil boomtown of Coatzacoalcos, Mexico. Hayek has freely admitted that she and her brother, Sami, were spoiled rotten by her well-to-do businessman father, Sami Hayek Dominguez, and her ...                 "
" Jessie Buckley
",Actress,I'm,"
    Jessie Buckley is an Irish singer and actress, who came in second place in the BBC talent show-themed television series I'd Do Anything, and subsequently played Anne Egermann in the West End revival of Stephen Sondheim's A Little Night Music. Most recently, Buckley played Lyudmilla Ignatenko in the...                 "
" Lauren Lapkus
",Actress,Jurassic,"
    Lauren Lapkus was born on September 6, 1985 in Chicago, Illinois, USA. She is known for her work on Jurassic World (2015), Crashing (2017) and Orange Is the New Black (2013). She has been married to Mike Castle since October 5, 2018. She was previously married to Chris Alvarado.                 "
" Alice Wetterlund
",Actress,Mike,"
    Alice Wetterlund is an actress and writer, known for Mike and Dave Need Wedding Dates (2016), People of Earth (2016) and Close to You (2011). She was previously married to Andy Haynes.                 "
" Riz Ahmed
",Actor,Sound,"
    Riz Ahmed (born 1 December 1982), also known by his stage name Riz MC and birth name Rizwan Ahmed, is a British Pakistani actor, rapper, and activist. As an actor, he has won one Emmy Award, out of two Emmy nominations, and was also nominated for a Golden Globe, Screen Actors Guild Award, and three...                 "
" Mickey Rourke
",Actor,The,"
    Mickey Rourke was born Phillip Andre Rourke, Jr. on September 16, 1952, in Schenectady, New York, the son of Annette (Cameron) and Phillip Andre Rourke. His father was of Irish and German descent, and his mother was of French-Canadian, English, and German ancestry. When he was six years old, his ...                 "
" Sean Young
",Actress,Blade,"
    Mary Sean Young was born on November 20, 1959 in Louisville, Kentucky. She is the daughter of Lee Guthrie (née Mary Lee Kane), an Emmy-nominated producer, screenwriter, public relations executive, and journalist, and Donald Young, Jr., an Emmy award winning television news producer and journalist. ...                 "
" Juliette Binoche
",Actress,The,"
    Juliette Binoche was born in Paris, France, to Monique Yvette Stalens, a director, teacher, and actress, and Jean-Marie Binoche, a sculptor, director, and actor. Her mother was born in Czestochowa, Poland, of French, Walloon Belgian, and Polish descent, while her father is French. Juliette was only...                 "
" Jack Nicholson
",Actor,Chinatown,"
    Jack Nicholson, an American actor, producer, director and screenwriter, is a three-time Academy Award winner and twelve-time nominee. Nicholson is also notable for being one of two actors - the other being Michael Caine - who have received an Oscar nomination in every decade from the 1960s through ...                 "
" Julia Ormond
",Actress,My,"
    The dark and classically beautiful British actress and social activist Julia (Karin) Ormond was born on January 4, 1965, in Surrey, into England, the second of five children. Born of privilege as the daughter of a well-to-do laboratory technician, her parents divorced when she was young. Julia ...                 "
" Téa Leoni
",Actress,The,"
    Elizabeth Téa Pantaleoni was born on February 25, 1966 in New York City. Her father, Anthony Pantaleoni, was a corporate lawyer, and her mother, Emily Ann (Patterson), worked as a dietitian and nutritionist. She is of Italian (from a paternal great-great-grandfather), Polish, English, Irish, ...                 "
